CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,19.4,9.3,,,,,,,,,1.1,0.3,1400000US17031834900,2020-03-26,17,031,834900
,,,,,,,17.3,10.6,,,,,,,,,1.1,0.6,1400000US17031835000,2020-03-26,17,031,835000
,,,,,,,14.8,8.3,,,,,,,,,1.1,0.8,1400000US17031835100,2020-03-26,17,031,835100
,,,,,,,22.1,10.7,,,,,,,,,0.8,0.4,1400000US17031835200,2020-03-26,17,031,835200
,,,,,,,20.5,8.9,,,,,,,,,1.4,0.7,1400000US17031835500,2020-03-26,17,031,835500
,,,,,,,16.0,8.5,,,,,,,,,1.1,0.5,1400000US17031835600,2020-03-26,17,031,835600
,,,,,,,15.0,15.0,,,,,,,,,0.9,0.9,1400000US17031835800,2020-03-26,17,031,835800
,,,,,,,17.9,17.7,,,,,,,,,1.1,1.1,1400000US17031836000,2020-03-26,17,031,836000
,,,,,,,16.6,10.1,,,,,,,,,1.8,0.9,1400000US17031836100,2020-03-26,17,031,836100
,,,,,,,20.6,20.6,,,,,,,,,0.5,0.5,1400000US17031836200,2020-03-26,17,031,836200
,,,,,,,25.8,25.4,,,,,,,,,1.2,1.2,1400000US17031836300,2020-03-26,17,031,836300
,,,,,,,21.4,20.4,,,,,,,,,1.2,1.2,1400000US17031836400,2020-03-26,17,031,836400
,,,,,,,24.3,23.1,,,,,,,,,1.9,1.9,1400000US17031836500,2020-03-26,17,031,836500
,,,,,,,19.5,12.4,,,,,,,,,1.6,1.0,1400000US17031836700,2020-03-26,17,031,836700
,,,,,,,23.2,13.5,,,,,,,,,2.1,1.0,1400000US17031836800,2020-03-26,17,031,836800
,,,,,,,16.9,11.8,,,,,,,,,1.3,0.8,1400000US17031837000,2020-03-26,17,031,837000
,,,,,,,14.3,13.7,,,,,,,,,0.9,0.9,1400000US17031837100,2020-03-26,17,031,837100
,,,,,,,20.8,14.9,,,,,,,,,1.9,1.8,1400000US17031837400,2020-03-26,17,031,837400
,,,,,,,22.0,21.7,,,,,,,,,1.6,1.6,1400000US17031837800,2020-03-26,17,031,837800
,,,,,,,15.8,14.9,,,,,,,,,0.8,0.8,1400000US17031838100,2020-03-26,17,031,838100
,,,,,,,17.2,16.9,,,,,,,,,0.5,0.5,1400000US17031838200,2020-03-26,17,031,838200
,,,,,,,22.3,15.6,,,,,,,,,1.3,0.6,1400000US17031838600,2020-03-26,17,031,838600
,,,,,,,22.1,12.3,,,,,,,,,1.1,0.8,1400000US17031838800,2020-03-26,17,031,838800
,,,,,,,27.5,27.5,,,,,,,,,1.4,1.4,1400000US17031839000,2020-03-26,17,031,839000
,,,,,,,21.2,20.4,,,,,,,,,1.8,1.8,1400000US17031839200,2020-03-26,17,031,839200
,,,,,,,19.5,8.0,,,,,,,,,1.7,0.4,1400000US17031839500,2020-03-26,17,031,839500
,,,,,,,17.7,17.7,,,,,,,,,1.1,1.1,1400000US17031839700,2020-03-26,17,031,839700
,,,,,,,20.6,20.5,,,,,,,,,1.1,1.1,1400000US17031839800,2020-03-26,17,031,839800
,,,,,,,27.0,26.4,,,,,,,,,1.3,1.3,1400000US17031840000,2020-03-26,17,031,840000
,,,,,,,23.2,22.8,,,,,,,,,1.5,1.5,1400000US17031840100,2020-03-26,17,031,840100
,,,,,,,20.2,20.2,,,,,,,,,1.5,1.5,1400000US17031840400,2020-03-26,17,031,840400
,,,,,,,22.4,22.3,,,,,,,,,2.2,2.2,1400000US17031841100,2020-03-26,17,031,841100
,,,,,,,12.2,12.0,,,,,,,,,1.1,1.1,1400000US17031841200,2020-03-26,17,031,841200
,,,,,,,19.4,15.0,,,,,,,,,1.5,1.2,1400000US17031841500,2020-03-26,17,031,841500
,,,,,,,17.5,8.0,,,,,,,,,1.9,0.9,1400000US17031841700,2020-03-26,17,031,841700
,,,,,,,30.3,30.3,,,,,,,,,1.1,1.1,1400000US17031841900,2020-03-26,17,031,841900
,,,,,,,22.0,22.0,,,,,,,,,0.2,0.2,1400000US17031842000,2020-03-26,17,031,842000
,,,,,,,20.0,19.8,,,,,,,,,1.3,1.3,1400000US17031842200,2020-03-26,17,031,842200
,,,,,,,25.6,25.6,,,,,,,,,1.3,1.3,1400000US17031842300,2020-03-26,17,031,842300
,,,,,,,26.6,21.9,,,,,,,,,2.5,1.9,1400000US17031842500,2020-03-26,17,031,842500
,,,,,,,16.5,16.2,,,,,,,,,0.9,0.9,1400000US17031842600,2020-03-26,17,031,842600
,,,,,,,26.7,14.0,,,,,,,,,1.3,1.1,1400000US17031842900,2020-03-26,17,031,842900
,,,,,,,18.3,13.2,,,,,,,,,2.2,1.7,1400000US17031843100,2020-03-26,17,031,843100
,,,,,,,12.5,12.4,,,,,,,,,1.8,1.7,1400000US17031843200,2020-03-26,17,031,843200
,,,,,,,13.7,8.8,,,,,,,,,1.3,0.7,1400000US17031843400,2020-03-26,17,031,843400
,,,,,,,12.1,11.8,,,,,,,,,1.2,0.9,1400000US17031843500,2020-03-26,17,031,843500
,,,,,,,25.4,24.8,,,,,,,,,1.6,1.6,1400000US17031843700,2020-03-26,17,031,843700
,,,,,,,15.1,14.6,,,,,,,,,1.5,1.5,1400000US17031843800,2020-03-26,17,031,843800
,,,,,,,17.0,16.1,,,,,,,,,1.1,1.1,1400000US17031844600,2020-03-26,17,031,844600
,,,,,,,16.6,13.6,,,,,,,,,1.3,1.1,1400000US17031844700,2020-03-26,17,031,844700
,,,,,,,31.8,31.1,,,,,,,,,0.9,0.9,1400000US17033880200,2020-03-26,17,033,880200
,,,,,,,39.7,13.1,,,,,,,,,1.4,0.4,1400000US17033880300,2020-03-26,17,033,880300
,,,,,,,27.3,26.7,,,,,,,,,1.5,1.5,1400000US17033880400,2020-03-26,17,033,880400
,,,,,,,29.2,29.1,,,,,,,,,1.4,1.4,1400000US17033880500,2020-03-26,17,033,880500
,,,,,,,29.4,28.9,,,,,,,,,2.2,2.2,1400000US17033880600,2020-03-26,17,033,880600
,,,,,,,34.8,9.0,,,,,,,,,1.0,0.3,1400000US17035972400,2020-03-26,17,035,972400
,,,,,,,37.4,10.8,,,,,,,,,1.6,0.8,1400000US17035972500,2020-03-26,17,035,972500
,,,,,,,36.4,10.8,,,,,,,,,1.7,0.5,1400000US17035972600,2020-03-26,17,035,972600
,,,,,,,37.2,36.8,,,,,,,,,1.8,1.8,1400000US17037000100,2020-03-26,17,037,000100
,,,,,,,33.9,33.1,,,,,,,,,1.5,1.4,1400000US17037000200,2020-03-26,17,037,000200
,,,,,,,32.3,32.2,,,,,,,,,1.9,1.9,1400000US17037000300,2020-03-26,17,037,000300
,,,,,,,42.1,41.9,,,,,,,,,2.2,2.2,1400000US17037000401,2020-03-26,17,037,000401
,,,,,,,47.1,47.0,,,,,,,,,2.5,2.5,1400000US17037000402,2020-03-26,17,037,000402
,,,,,,,34.4,34.0,,,,,,,,,3.1,3.1,1400000US17037000500,2020-03-26,17,037,000500
,,,,,,,33.1,32.7,,,,,,,,,3.5,3.4,1400000US17037000600,2020-03-26,17,037,000600
