CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,41.4,36.9,,,,,,,,,0.0,0.0,1400000US33001965100,2020-05-15,33,001,965100
,,,,,,,31.1,26.6,,,,,,,,,0.0,0.0,1400000US33001965200,2020-05-15,33,001,965200
,,,,,,,43.0,38.4,,,,,,,,,0.2,0.0,1400000US33001965300,2020-05-15,33,001,965300
,,,,,,,51.1,43.9,,,,,,,,,0.2,0.0,1400000US33001965400,2020-05-15,33,001,965400
,,,,,,,52.0,42.7,,,,,,,,,0.0,0.0,1400000US33001965598,2020-05-15,33,001,965598
,,,,,,,42.1,37.2,,,,,,,,,0.1,0.0,1400000US33001965600,2020-05-15,33,001,965600
,,,,,,,52.8,45.5,,,,,,,,,0.0,0.0,1400000US33001965700,2020-05-15,33,001,965700
,,,,,,,45.9,39.7,,,,,,,,,0.2,0.2,1400000US33001965801,2020-05-15,33,001,965801
,,,,,,,60.5,50.1,,,,,,,,,0.1,0.1,1400000US33001965802,2020-05-15,33,001,965802
,,,,,,,60.0,45.6,,,,,,,,,0.1,0.0,1400000US33001965900,2020-05-15,33,001,965900
,,,,,,,58.4,48.4,,,,,,,,,0.1,0.0,1400000US33001966000,2020-05-15,33,001,966000
,,,,,,,50.8,42.9,,,,,,,,,0.1,0.1,1400000US33001966100,2020-05-15,33,001,966100
,,,,,,,31.1,25.7,,,,,,,,,0.1,0.1,1400000US33001966200,2020-05-15,33,001,966200
,,,,,,,19.0,16.3,,,,,,,,,0.0,0.0,1400000US33001966401,2020-05-15,33,001,966401
,,,,,,,57.9,49.4,,,,,,,,,0.1,0.0,1400000US33001966403,2020-05-15,33,001,966403
,,,,,,,72.0,62.2,,,,,,,,,0.1,0.0,1400000US33001966404,2020-05-15,33,001,966404
,,,,,,,28.1,25.3,,,,,,,,,0.0,0.0,1400000US33001966502,2020-05-15,33,001,966502
,,,,,,,8.2,6.9,,,,,,,,,0.0,0.0,1400000US33003955102,2020-05-15,33,003,955102
,,,,,,,20.7,17.3,,,,,,,,,0.0,0.0,1400000US33003955301,2020-05-15,33,003,955301
,,,,,,,21.1,19.9,,,,,,,,,0.1,0.0,1400000US33003955500,2020-05-15,33,003,955500
,,,,,,,33.6,30.0,,,,,,,,,0.0,0.0,1400000US33003955601,2020-05-15,33,003,955601
,,,,,,,40.2,33.5,,,,,,,,,0.1,0.0,1400000US33003955801,2020-05-15,33,003,955801
,,,,,,,21.9,18.8,,,,,,,,,0.1,0.1,1400000US33003955901,2020-05-15,33,003,955901
,,,,,,,33.0,28.1,,,,,,,,,0.0,0.0,1400000US33003955902,2020-05-15,33,003,955902
,,,,,,,44.3,22.6,,,,,,,,,0.1,0.1,1400000US33003956002,2020-05-15,33,003,956002
,,,,,,,31.7,27.4,,,,,,,,,0.1,0.0,1400000US33003956102,2020-05-15,33,003,956102
,,,,,,,21.2,19.6,,,,,,,,,0.1,0.1,1400000US33003956301,2020-05-15,33,003,956301
,,,,,,,20.9,18.5,,,,,,,,,0.2,0.1,1400000US33003956400,2020-05-15,33,003,956400
,,,,,,,39.8,34.4,,,,,,,,,0.0,0.0,1400000US33005970402,2020-05-15,33,005,970402
,,,,,,,62.2,52.5,,,,,,,,,0.1,0.0,1400000US33005970500,2020-05-15,33,005,970500
,,,,,,,54.6,46.9,,,,,,,,,0.1,0.1,1400000US33005970700,2020-05-15,33,005,970700
,,,,,,,53.9,46.5,,,,,,,,,0.0,0.0,1400000US33005970800,2020-05-15,33,005,970800
,,,,,,,56.8,45.8,,,,,,,,,0.1,0.1,1400000US33005970902,2020-05-15,33,005,970902
,,,,,,,59.7,48.1,,,,,,,,,0.0,0.0,1400000US33005971100,2020-05-15,33,005,971100
,,,,,,,59.3,50.1,,,,,,,,,0.2,0.0,1400000US33005971300,2020-05-15,33,005,971300
,,,,,,,50.4,42.9,,,,,,,,,0.1,0.1,1400000US33005971403,2020-05-15,33,005,971403
,,,,,,,56.6,45.2,,,,,,,,,0.1,0.0,1400000US33005971600,2020-05-15,33,005,971600
,,,,,,,55.7,22.5,,,,,,,,,0.3,0.0,1400000US33005971700,2020-05-15,33,005,971700
,,,,,,,8.2,5.8,,,,,,,,,0.0,0.0,1400000US33007950100,2020-05-15,33,007,950100
,,,,,,,29.3,11.4,,,,,,,,,0.1,0.1,1400000US33007950300,2020-05-15,33,007,950300
,,,,,,,39.7,14.6,,,,,,,,,0.4,0.0,1400000US33007950400,2020-05-15,33,007,950400
,,,,,,,56.0,41.8,,,,,,,,,0.1,0.0,1400000US33007950600,2020-05-15,33,007,950600
,,,,,,,51.0,18.7,,,,,,,,,0.1,0.0,1400000US33007950800,2020-05-15,33,007,950800
,,,,,,,62.1,50.8,,,,,,,,,0.1,0.1,1400000US33007950900,2020-05-15,33,007,950900
,,,,,,,49.9,42.6,,,,,,,,,0.2,0.0,1400000US33007951100,2020-05-15,33,007,951100
,,,,,,,59.1,47.0,,,,,,,,,0.1,0.0,1400000US33009960102,2020-05-15,33,009,960102
,,,,,,,51.0,41.2,,,,,,,,,0.2,0.1,1400000US33009960300,2020-05-15,33,009,960300
,,,,,,,25.0,15.0,,,,,,,,,0.0,0.0,1400000US33009960401,2020-05-15,33,009,960401
,,,,,,,5.2,3.7,,,,,,,,,0.0,0.0,1400000US33009960402,2020-05-15,33,009,960402
,,,,,,,21.4,18.2,,,,,,,,,0.1,0.0,1400000US33009960500,2020-05-15,33,009,960500
,,,,,,,52.5,20.4,,,,,,,,,0.2,0.0,1400000US33009960600,2020-05-15,33,009,960600
,,,,,,,42.9,37.0,,,,,,,,,0.1,0.1,1400000US33009960700,2020-05-15,33,009,960700
,,,,,,,30.7,26.8,,,,,,,,,0.0,0.0,1400000US33009960801,2020-05-15,33,009,960801
,,,,,,,36.6,31.4,,,,,,,,,0.0,0.0,1400000US33009960802,2020-05-15,33,009,960802
,,,,,,,38.2,33.7,,,,,,,,,0.0,0.0,1400000US33009960900,2020-05-15,33,009,960900
,,,,,,,54.5,45.9,,,,,,,,,0.1,0.0,1400000US33009961001,2020-05-15,33,009,961001
,,,,,,,49.0,42.4,,,,,,,,,0.1,0.0,1400000US33009961002,2020-05-15,33,009,961002
,,,,,,,26.1,23.4,,,,,,,,,0.0,0.0,1400000US33009961101,2020-05-15,33,009,961101
,,,,,,,24.7,21.7,,,,,,,,,0.1,0.1,1400000US33009961102,2020-05-15,33,009,961102
,,,,,,,48.3,39.9,,,,,,,,,0.3,0.1,1400000US33009961201,2020-05-15,33,009,961201
,,,,,,,22.9,19.8,,,,,,,,,0.1,0.1,1400000US33009961202,2020-05-15,33,009,961202
,,,,,,,47.5,19.6,,,,,,,,,0.3,0.1,1400000US33009961300,2020-05-15,33,009,961300
,,,,,,,50.5,44.4,,,,,,,,,0.2,0.0,1400000US33009961400,2020-05-15,33,009,961400
,,,,,,,54.5,48.1,,,,,,,,,0.1,0.0,1400000US33009961500,2020-05-15,33,009,961500
,,,,,,,72.6,68.3,,,,,,,,,0.1,0.1,1400000US33009961601,2020-05-15,33,009,961601
,,,,,,,61.6,57.3,,,,,,,,,0.0,0.0,1400000US33009961604,2020-05-15,33,009,961604
,,,,,,,70.6,58.8,,,,,,,,,0.2,0.0,1400000US33009961702,2020-05-15,33,009,961702
,,,,,,,67.7,62.4,,,,,,,,,0.0,0.0,1400000US33009961801,2020-05-15,33,009,961801
,,,,,,,73.5,65.5,,,,,,,,,0.1,0.0,1400000US33011000103,2020-05-15,33,011,000103
,,,,,,,65.2,55.5,,,,,,,,,0.0,0.0,1400000US33011000202,2020-05-15,33,011,000202
,,,,,,,64.0,54.3,,,,,,,,,0.0,0.0,1400000US33011000203,2020-05-15,33,011,000203
,,,,,,,53.6,42.4,,,,,,,,,0.1,0.0,1400000US33011000300,2020-05-15,33,011,000300
,,,,,,,70.0,62.3,,,,,,,,,0.1,0.1,1400000US33011000700,2020-05-15,33,011,000700
,,,,,,,57.2,47.8,,,,,,,,,0.2,0.0,1400000US33011000800,2020-05-15,33,011,000800
