CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,78.6,69.5,,,,,,,,,0.1,0.0,1400000US29037060202,2020-08-11,29,037,060202
,,,,,,,82.0,76.1,,,,,,,,,0.1,0.1,1400000US29037060305,2020-08-11,29,037,060305
,,,,,,,73.7,67.9,,,,,,,,,0.2,0.1,1400000US29037060307,2020-08-11,29,037,060307
,,,,,,,77.0,70.0,,,,,,,,,0.1,0.1,1400000US29037060309,2020-08-11,29,037,060309
,,,,,,,89.7,84.1,,,,,,,,,0.2,0.1,1400000US29037060401,2020-08-11,29,037,060401
,,,,,,,74.2,63.3,,,,,,,,,0.2,0.1,1400000US29037060500,2020-08-11,29,037,060500
,,,,,,,81.2,70.8,,,,,,,,,0.2,0.0,1400000US29037060601,2020-08-11,29,037,060601
,,,,,,,66.8,54.9,,,,,,,,,0.0,0.0,1400000US29037060700,2020-08-11,29,037,060700
,,,,,,,80.7,68.3,,,,,,,,,0.2,0.1,1400000US29037060800,2020-08-11,29,037,060800
,,,,,,,77.3,66.7,,,,,,,,,0.1,0.1,1400000US29037061001,2020-08-11,29,037,061001
,,,,,,,77.3,68.9,,,,,,,,,0.1,0.1,1400000US29037061002,2020-08-11,29,037,061002
,,,,,,,70.6,58.9,,,,,,,,,0.5,0.2,1400000US29037061200,2020-08-11,29,037,061200
,,,,,,,65.7,54.4,,,,,,,,,0.1,0.0,1400000US29037061300,2020-08-11,29,037,061300
,,,,,,,53.0,17.4,,,,,,,,,0.1,0.0,1400000US29039870101,2020-08-11,29,039,870101
,,,,,,,59.1,19.2,,,,,,,,,0.0,0.0,1400000US29039870200,2020-08-11,29,039,870200
,,,,,,,53.1,18.1,,,,,,,,,0.1,0.1,1400000US29039870300,2020-08-11,29,039,870300
,,,,,,,55.8,16.0,,,,,,,,,0.1,0.1,1400000US29041470200,2020-08-11,29,041,470200
,,,,,,,66.6,21.7,,,,,,,,,0.3,0.1,1400000US29041470300,2020-08-11,29,041,470300
,,,,,,,76.3,66.2,,,,,,,,,0.2,0.0,1400000US29043020102,2020-08-11,29,043,020102
,,,,,,,81.4,72.8,,,,,,,,,0.1,0.0,1400000US29043020201,2020-08-11,29,043,020201
,,,,,,,77.6,69.4,,,,,,,,,0.3,0.0,1400000US29043020204,2020-08-11,29,043,020204
,,,,,,,81.2,72.0,,,,,,,,,0.5,0.1,1400000US29043020206,2020-08-11,29,043,020206
,,,,,,,81.2,73.9,,,,,,,,,0.5,0.1,1400000US29043020207,2020-08-11,29,043,020207
,,,,,,,76.4,68.5,,,,,,,,,0.4,0.0,1400000US29043020303,2020-08-11,29,043,020303
,,,,,,,79.0,67.4,,,,,,,,,0.5,0.1,1400000US29043020304,2020-08-11,29,043,020304
,,,,,,,78.7,71.9,,,,,,,,,0.5,0.0,1400000US29043020308,2020-08-11,29,043,020308
,,,,,,,80.3,73.5,,,,,,,,,0.3,0.1,1400000US29043020310,2020-08-11,29,043,020310
,,,,,,,68.5,56.9,,,,,,,,,1.0,0.1,1400000US29043020401,2020-08-11,29,043,020401
,,,,,,,66.9,28.7,,,,,,,,,0.1,0.1,1400000US29043020502,2020-08-11,29,043,020502
,,,,,,,45.6,17.6,,,,,,,,,0.4,0.2,1400000US29045950200,2020-08-11,29,045,950200
,,,,,,,58.0,50.3,,,,,,,,,0.1,0.1,1400000US29047020201,2020-08-11,29,047,020201
,,,,,,,71.5,65.5,,,,,,,,,0.1,0.1,1400000US29047020202,2020-08-11,29,047,020202
,,,,,,,69.8,62.9,,,,,,,,,0.2,0.0,1400000US29047020300,2020-08-11,29,047,020300
