CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,53.1,21.0,,,,,,,,,0.6,0.6,1400000US54049021700,2020-04-16,54,049,021700
,,,,,,,19.6,16.9,,,,,,,,,1.0,1.0,1400000US54049021500,2020-04-16,54,049,021500
,,,,,,,44.4,19.2,,,,,,,,,0.3,0.2,1400000US54049021601,2020-04-16,54,049,021601
,,,,,,,38.6,18.1,,,,,,,,,0.5,0.5,1400000US54049021602,2020-04-16,54,049,021602
,,,,,,,41.1,20.2,,,,,,,,,0.8,0.6,1400000US54049021800,2020-04-16,54,049,021800
,,,,,,,41.8,13.1,,,,,,,,,0.1,0.0,1400000US54051020200,2020-04-16,54,051,020200
,,,,,,,47.0,17.7,,,,,,,,,0.5,0.3,1400000US54051020500,2020-04-16,54,051,020500
,,,,,,,43.4,42.4,,,,,,,,,0.6,0.6,1400000US54051020601,2020-04-16,54,051,020601
,,,,,,,64.5,23.9,,,,,,,,,0.3,0.3,1400000US54051020702,2020-04-16,54,051,020702
,,,,,,,35.5,14.7,,,,,,,,,0.3,0.3,1400000US54051020800,2020-04-16,54,051,020800
,,,,,,,48.4,17.8,,,,,,,,,0.3,0.3,1400000US54051020900,2020-04-16,54,051,020900
,,,,,,,48.7,47.6,,,,,,,,,0.4,0.3,1400000US54051021001,2020-04-16,54,051,021001
,,,,,,,47.6,45.8,,,,,,,,,0.6,0.4,1400000US54051021002,2020-04-16,54,051,021002
,,,,,,,58.7,23.4,,,,,,,,,0.2,0.2,1400000US54051021100,2020-04-16,54,051,021100
,,,,,,,17.3,15.0,,,,,,,,,0.5,0.5,1400000US54053954801,2020-04-16,54,053,954801
,,,,,,,40.0,16.4,,,,,,,,,0.4,0.3,1400000US54053954901,2020-04-16,54,053,954901
,,,,,,,53.1,20.8,,,,,,,,,0.6,0.4,1400000US54053954902,2020-04-16,54,053,954902
,,,,,,,23.9,14.0,,,,,,,,,0.1,0.1,1400000US54053955101,2020-04-16,54,053,955101
,,,,,,,19.7,10.8,,,,,,,,,0.3,0.3,1400000US54055000900,2020-04-16,54,055,000900
,,,,,,,34.9,16.6,,,,,,,,,0.4,0.4,1400000US54055001000,2020-04-16,54,055,001000
,,,,,,,42.0,40.6,,,,,,,,,0.6,0.6,1400000US54055001200,2020-04-16,54,055,001200
