CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,63.2,61.0,,,,,,,,,0.4,0.4,1400000US13121011628,2020-09-09,13,121,011628
,,,,,,,84.7,81.1,,,,,,,,,0.2,0.1,1400000US13121011629,2020-09-09,13,121,011629
,,,,,,,71.3,66.4,,,,,,,,,0.4,0.3,1400000US13121011631,2020-09-09,13,121,011631
,,,,,,,70.0,67.0,,,,,,,,,0.2,0.1,1400000US13121011632,2020-09-09,13,121,011632
,,,,,,,79.7,76.8,,,,,,,,,0.2,0.2,1400000US13121011635,2020-09-09,13,121,011635
,,,,,,,76.6,74.3,,,,,,,,,0.2,0.2,1400000US13121011637,2020-09-09,13,121,011637
,,,,,,,59.0,56.5,,,,,,,,,0.1,0.1,1400000US13121011639,2020-09-09,13,121,011639
,,,,,,,62.1,58.1,,,,,,,,,0.2,0.1,1400000US13121011640,2020-09-09,13,121,011640
,,,,,,,76.5,72.6,,,,,,,,,0.1,0.1,1400000US13121011642,2020-09-09,13,121,011642
,,,,,,,76.0,73.1,,,,,,,,,0.1,0.0,1400000US13121011645,2020-09-09,13,121,011645
,,,,,,,63.7,57.0,,,,,,,,,0.3,0.3,1400000US13121011646,2020-09-09,13,121,011646
,,,,,,,84.3,80.7,,,,,,,,,0.0,0.0,1400000US13121011648,2020-09-09,13,121,011648
,,,,,,,77.0,74.4,,,,,,,,,0.2,0.1,1400000US13121011649,2020-09-09,13,121,011649
,,,,,,,79.2,76.5,,,,,,,,,0.1,0.1,1400000US13121011651,2020-09-09,13,121,011651
,,,,,,,87.7,83.9,,,,,,,,,0.1,0.1,1400000US13121011653,2020-09-09,13,121,011653
,,,,,,,71.9,67.6,,,,,,,,,0.0,0.0,1400000US13121011654,2020-09-09,13,121,011654
,,,,,,,87.3,83.4,,,,,,,,,0.1,0.1,1400000US13121011656,2020-09-09,13,121,011656
,,,,,,,83.0,79.8,,,,,,,,,0.3,0.2,1400000US13121011657,2020-09-09,13,121,011657
,,,,,,,78.7,74.8,,,,,,,,,0.0,0.0,1400000US13121011659,2020-09-09,13,121,011659
,,,,,,,74.6,68.2,,,,,,,,,0.1,0.1,1400000US13121011660,2020-09-09,13,121,011660
,,,,,,,17.2,15.7,,,,,,,,,0.0,0.0,1400000US13121011801,2020-09-09,13,121,011801
,,,,,,,26.0,21.3,,,,,,,,,0.0,0.0,1400000US13121011802,2020-09-09,13,121,011802
,,,,,,,54.6,48.8,,,,,,,,,0.1,0.1,1400000US13121011902,2020-09-09,13,121,011902
,,,,,,,47.3,31.1,,,,,,,,,0.1,0.1,1400000US13121012000,2020-09-09,13,121,012000
,,,,,,,42.4,33.3,,,,,,,,,0.1,0.0,1400000US13123080100,2020-09-09,13,123,080100
,,,,,,,42.4,35.3,,,,,,,,,0.2,0.0,1400000US13123080200,2020-09-09,13,123,080200
,,,,,,,58.2,27.3,,,,,,,,,0.5,0.3,1400000US13123080301,2020-09-09,13,123,080301
,,,,,,,52.5,22.0,,,,,,,,,0.5,0.0,1400000US13123080302,2020-09-09,13,123,080302
,,,,,,,54.6,44.3,,,,,,,,,0.2,0.0,1400000US13123080401,2020-09-09,13,123,080401
