CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,75.0,71.9,,,,,,,,,0.7,0.3,1400000US18097330206,2020-05-03,18,097,330206
,,,,,,,50.3,44.5,,,,,,,,,0.6,0.3,1400000US18097330211,2020-05-03,18,097,330211
,,,,,,,72.8,68.7,,,,,,,,,0.5,0.2,1400000US18097330401,2020-05-03,18,097,330401
,,,,,,,38.0,32.2,,,,,,,,,0.2,0.1,1400000US18097330701,2020-05-03,18,097,330701
,,,,,,,70.3,64.8,,,,,,,,,0.4,0.2,1400000US18097340114,2020-05-03,18,097,340114
,,,,,,,45.3,25.1,,,,,,,,,0.0,0.0,1400000US18097330900,2020-05-03,18,097,330900
,,,,,,,66.3,58.6,,,,,,,,,0.2,0.0,1400000US18097340101,2020-05-03,18,097,340101
,,,,,,,64.7,62.2,,,,,,,,,0.4,0.3,1400000US18097340111,2020-05-03,18,097,340111
,,,,,,,47.9,46.9,,,,,,,,,0.2,0.2,1400000US18097340202,2020-05-03,18,097,340202
,,,,,,,46.7,40.2,,,,,,,,,0.1,0.1,1400000US18097340400,2020-05-03,18,097,340400
,,,,,,,45.4,23.6,,,,,,,,,0.4,0.0,1400000US18097340600,2020-05-03,18,097,340600
,,,,,,,62.7,60.2,,,,,,,,,0.5,0.3,1400000US18097340901,2020-05-03,18,097,340901
,,,,,,,68.1,61.3,,,,,,,,,0.1,0.1,1400000US18097341000,2020-05-03,18,097,341000
,,,,,,,36.2,19.7,,,,,,,,,0.3,0.1,1400000US18097341600,2020-05-03,18,097,341600
,,,,,,,49.7,24.4,,,,,,,,,0.4,0.0,1400000US18097341702,2020-05-03,18,097,341702
,,,,,,,47.2,43.3,,,,,,,,,0.0,0.0,1400000US18097341904,2020-05-03,18,097,341904
