CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,28.2,12.3,,,,,,,,,0.3,0.0,1400000US40075964200,2020-05-03,40,075,964200
,,,,,,,35.6,15.3,,,,,,,,,0.0,0.0,1400000US40073958200,2020-05-03,40,073,958200
,,,,,,,33.6,31.0,,,,,,,,,0.2,0.1,1400000US40073958400,2020-05-03,40,073,958400
,,,,,,,31.8,11.9,,,,,,,,,0.7,0.1,1400000US40075963600,2020-05-03,40,075,963600
,,,,,,,27.0,13.4,,,,,,,,,0.1,0.0,1400000US40077087100,2020-05-03,40,077,087100
,,,,,,,29.4,13.2,,,,,,,,,0.4,0.1,1400000US40077087300,2020-05-03,40,077,087300
,,,,,,,56.0,23.2,,,,,,,,,0.3,0.1,1400000US40079040102,2020-05-03,40,079,040102
,,,,,,,47.2,17.8,,,,,,,,,0.2,0.1,1400000US40079040299,2020-05-03,40,079,040299
,,,,,,,45.4,18.2,,,,,,,,,0.2,0.1,1400000US40079040302,2020-05-03,40,079,040302
,,,,,,,48.6,17.8,,,,,,,,,0.1,0.0,1400000US40079040303,2020-05-03,40,079,040303
,,,,,,,44.7,19.3,,,,,,,,,0.2,0.1,1400000US40079040402,2020-05-03,40,079,040402
,,,,,,,34.4,16.6,,,,,,,,,0.2,0.1,1400000US40079040500,2020-05-03,40,079,040500
,,,,,,,35.9,14.4,,,,,,,,,0.1,0.0,1400000US40079040602,2020-05-03,40,079,040602
,,,,,,,48.2,19.3,,,,,,,,,0.2,0.0,1400000US40081961100,2020-05-03,40,081,961100
,,,,,,,38.0,17.8,,,,,,,,,0.5,0.2,1400000US40081961200,2020-05-03,40,081,961200
,,,,,,,47.1,19.4,,,,,,,,,0.3,0.0,1400000US40081961402,2020-05-03,40,081,961402
,,,,,,,32.4,14.2,,,,,,,,,0.1,0.0,1400000US40081961600,2020-05-03,40,081,961600
,,,,,,,64.7,29.9,,,,,,,,,0.6,0.0,1400000US40083600101,2020-05-03,40,083,600101
,,,,,,,57.0,24.4,,,,,,,,,0.4,0.1,1400000US40083600200,2020-05-03,40,083,600200
,,,,,,,62.2,58.1,,,,,,,,,0.3,0.2,1400000US40083600401,2020-05-03,40,083,600401
,,,,,,,66.0,61.6,,,,,,,,,0.3,0.3,1400000US40083600402,2020-05-03,40,083,600402
,,,,,,,34.0,27.4,,,,,,,,,0.5,0.1,1400000US40083600600,2020-05-03,40,083,600600
,,,,,,,68.7,64.3,,,,,,,,,0.5,0.2,1400000US40083600801,2020-05-03,40,083,600801
,,,,,,,69.3,64.0,,,,,,,,,0.5,0.1,1400000US40083600903,2020-05-03,40,083,600903
,,,,,,,43.1,17.9,,,,,,,,,0.6,0.0,1400000US40083601000,2020-05-03,40,083,601000
,,,,,,,31.2,13.6,,,,,,,,,0.5,0.0,1400000US40085094200,2020-05-03,40,085,094200
,,,,,,,31.0,12.5,,,,,,,,,0.4,0.0,1400000US40085094300,2020-05-03,40,085,094300
,,,,,,,55.1,50.2,,,,,,,,,0.3,0.2,1400000US40087400104,2020-05-03,40,087,400104
,,,,,,,56.1,50.7,,,,,,,,,0.4,0.1,1400000US40087400105,2020-05-03,40,087,400105
