CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,64.5,51.0,,,,,,,,,0.0,0.0,1400000US53001950100,2020-10-17,53,001,950100
,,,,,,,50.1,20.8,,,,,,,,,0.0,0.0,1400000US53001950200,2020-10-17,53,001,950200
,,,,,,,58.5,23.4,,,,,,,,,0.2,0.0,1400000US53001950301,2020-10-17,53,001,950301
,,,,,,,42.5,18.8,,,,,,,,,0.0,0.0,1400000US53001950302,2020-10-17,53,001,950302
,,,,,,,52.4,23.3,,,,,,,,,0.0,0.0,1400000US53001950303,2020-10-17,53,001,950303
,,,,,,,55.4,26.9,,,,,,,,,0.0,0.0,1400000US53001950400,2020-10-17,53,001,950400
,,,,,,,57.1,46.0,,,,,,,,,0.1,0.1,1400000US53001950500,2020-10-17,53,001,950500
,,,,,,,69.0,51.7,,,,,,,,,0.0,0.0,1400000US53003960100,2020-10-17,53,003,960100
,,,,,,,79.7,67.8,,,,,,,,,0.0,0.0,1400000US53003960200,2020-10-17,53,003,960200
,,,,,,,65.6,31.1,,,,,,,,,0.1,0.0,1400000US53003960300,2020-10-17,53,003,960300
,,,,,,,71.5,53.1,,,,,,,,,0.0,0.0,1400000US53003960400,2020-10-17,53,003,960400
,,,,,,,69.1,51.0,,,,,,,,,0.0,0.0,1400000US53003960500,2020-10-17,53,003,960500
,,,,,,,75.1,62.4,,,,,,,,,0.0,0.0,1400000US53003960600,2020-10-17,53,003,960600
,,,,,,,84.0,77.4,,,,,,,,,0.0,0.0,1400000US53005010100,2020-10-17,53,005,010100
,,,,,,,84.3,77.6,,,,,,,,,0.0,0.0,1400000US53005010201,2020-10-17,53,005,010201
,,,,,,,73.6,67.7,,,,,,,,,0.0,0.0,1400000US53005010203,2020-10-17,53,005,010203
,,,,,,,68.8,58.3,,,,,,,,,0.0,0.0,1400000US53005010204,2020-10-17,53,005,010204
,,,,,,,78.3,70.2,,,,,,,,,0.0,0.0,1400000US53005010300,2020-10-17,53,005,010300
,,,,,,,77.6,67.6,,,,,,,,,0.0,0.0,1400000US53005010400,2020-10-17,53,005,010400
,,,,,,,72.7,65.3,,,,,,,,,0.1,0.1,1400000US53005010500,2020-10-17,53,005,010500
,,,,,,,69.9,62.3,,,,,,,,,0.0,0.0,1400000US53005010600,2020-10-17,53,005,010600
,,,,,,,77.1,67.4,,,,,,,,,0.0,0.0,1400000US53005010701,2020-10-17,53,005,010701
,,,,,,,71.8,60.7,,,,,,,,,0.0,0.0,1400000US53005010703,2020-10-17,53,005,010703
,,,,,,,88.7,82.5,,,,,,,,,0.0,0.0,1400000US53005010705,2020-10-17,53,005,010705
,,,,,,,90.0,84.2,,,,,,,,,0.1,0.1,1400000US53005010707,2020-10-17,53,005,010707
,,,,,,,81.3,74.6,,,,,,,,,0.0,0.0,1400000US53005010708,2020-10-17,53,005,010708
,,,,,,,72.9,67.9,,,,,,,,,0.0,0.0,1400000US53005010807,2020-10-17,53,005,010807
,,,,,,,74.9,67.6,,,,,,,,,0.0,0.0,1400000US53005010809,2020-10-17,53,005,010809
,,,,,,,84.6,77.6,,,,,,,,,0.0,0.0,1400000US53005010810,2020-10-17,53,005,010810
,,,,,,,84.5,80.8,,,,,,,,,0.1,0.1,1400000US53005010811,2020-10-17,53,005,010811
,,,,,,,86.9,82.8,,,,,,,,,0.0,0.0,1400000US53005010814,2020-10-17,53,005,010814
,,,,,,,80.5,74.4,,,,,,,,,0.0,0.0,1400000US53005010815,2020-10-17,53,005,010815
,,,,,,,83.4,76.0,,,,,,,,,0.0,0.0,1400000US53005010816,2020-10-17,53,005,010816
,,,,,,,82.8,77.8,,,,,,,,,0.0,0.0,1400000US53005010817,2020-10-17,53,005,010817
,,,,,,,80.2,73.4,,,,,,,,,0.0,0.0,1400000US53005010818,2020-10-17,53,005,010818
,,,,,,,91.1,86.9,,,,,,,,,0.0,0.0,1400000US53005010819,2020-10-17,53,005,010819
,,,,,,,68.1,58.7,,,,,,,,,0.0,0.0,1400000US53005010820,2020-10-17,53,005,010820
,,,,,,,65.8,56.0,,,,,,,,,0.0,0.0,1400000US53005010901,2020-10-17,53,005,010901
,,,,,,,70.0,60.5,,,,,,,,,0.0,0.0,1400000US53005010902,2020-10-17,53,005,010902
,,,,,,,70.9,60.7,,,,,,,,,0.0,0.0,1400000US53005011001,2020-10-17,53,005,011001
,,,,,,,69.2,59.1,,,,,,,,,0.0,0.0,1400000US53005011002,2020-10-17,53,005,011002
,,,,,,,74.1,65.6,,,,,,,,,0.0,0.0,1400000US53005011100,2020-10-17,53,005,011100
,,,,,,,57.3,30.4,,,,,,,,,0.0,0.0,1400000US53005011201,2020-10-17,53,005,011201
,,,,,,,58.0,28.9,,,,,,,,,0.0,0.0,1400000US53005011202,2020-10-17,53,005,011202
,,,,,,,65.9,33.3,,,,,,,,,0.0,0.0,1400000US53005011300,2020-10-17,53,005,011300
,,,,,,,68.0,58.1,,,,,,,,,0.0,0.0,1400000US53005011401,2020-10-17,53,005,011401
,,,,,,,82.4,74.3,,,,,,,,,0.1,0.1,1400000US53005011402,2020-10-17,53,005,011402
,,,,,,,72.2,59.9,,,,,,,,,0.0,0.0,1400000US53005011501,2020-10-17,53,005,011501
,,,,,,,76.3,68.4,,,,,,,,,0.0,0.0,1400000US53005011504,2020-10-17,53,005,011504
,,,,,,,79.1,68.8,,,,,,,,,0.0,0.0,1400000US53005011505,2020-10-17,53,005,011505
,,,,,,,84.6,77.9,,,,,,,,,0.0,0.0,1400000US53005011506,2020-10-17,53,005,011506
,,,,,,,36.6,20.8,,,,,,,,,0.0,0.0,1400000US53005011600,2020-10-17,53,005,011600
,,,,,,,65.5,53.6,,,,,,,,,0.1,0.0,1400000US53005011701,2020-10-17,53,005,011701
,,,,,,,71.3,61.3,,,,,,,,,0.1,0.0,1400000US53005011702,2020-10-17,53,005,011702
,,,,,,,63.9,29.5,,,,,,,,,0.0,0.0,1400000US53005011801,2020-10-17,53,005,011801
,,,,,,,64.0,28.7,,,,,,,,,0.0,0.0,1400000US53005011802,2020-10-17,53,005,011802
