CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,41.2,21.4,,,,,,,,,0.1,0.0,1400000US30075000100,2020-09-17,30,075,000100
,,,,,,,41.9,19.2,,,,,,,,,0.0,0.0,1400000US30077000100,2020-09-17,30,077,000100
,,,,,,,63.6,47.5,,,,,,,,,0.0,0.0,1400000US30077000200,2020-09-17,30,077,000200
,,,,,,,35.0,17.7,,,,,,,,,0.1,0.1,1400000US30079000100,2020-09-17,30,079,000100
,,,,,,,66.6,25.1,,,,,,,,,0.2,0.2,1400000US30081000201,2020-09-17,30,081,000201
,,,,,,,75.9,64.7,,,,,,,,,0.0,0.0,1400000US30081000203,2020-09-17,30,081,000203
,,,,,,,53.8,20.3,,,,,,,,,0.1,0.1,1400000US30081000300,2020-09-17,30,081,000300
,,,,,,,62.7,22.7,,,,,,,,,0.1,0.1,1400000US30081000401,2020-09-17,30,081,000401
,,,,,,,63.2,20.7,,,,,,,,,0.0,0.0,1400000US30081000501,2020-09-17,30,081,000501
,,,,,,,71.2,26.3,,,,,,,,,0.0,0.0,1400000US30081000601,2020-09-17,30,081,000601
,,,,,,,68.5,26.3,,,,,,,,,0.0,0.0,1400000US30081000602,2020-09-17,30,081,000602
,,,,,,,28.4,10.6,,,,,,,,,0.0,0.0,1400000US30081000800,2020-09-17,30,081,000800
,,,,,,,43.7,21.7,,,,,,,,,0.3,0.2,1400000US30083070100,2020-09-17,30,083,070100
,,,,,,,58.1,48.9,,,,,,,,,0.0,0.0,1400000US30083070301,2020-09-17,30,083,070301
,,,,,,,60.4,48.7,,,,,,,,,0.3,0.1,1400000US30083070400,2020-09-17,30,083,070400
,,,,,,,41.1,25.1,,,,,,,,,0.1,0.1,1400000US30085080100,2020-09-17,30,085,080100
,,,,,,,27.0,14.5,,,,,,,,,0.2,0.1,1400000US30085940002,2020-09-17,30,085,940002
,,,,,,,46.1,18.4,,,,,,,,,0.1,0.1,1400000US30087000100,2020-09-17,30,087,000100
,,,,,,,51.5,45.3,,,,,,,,,0.2,0.1,1400000US30087000300,2020-09-17,30,087,000300
,,,,,,,14.6,6.7,,,,,,,,,0.3,0.1,1400000US30087940400,2020-09-17,30,087,940400
,,,,,,,42.3,26.3,,,,,,,,,0.0,0.0,1400000US30089000201,2020-09-17,30,089,000201
,,,,,,,40.3,20.5,,,,,,,,,0.1,0.1,1400000US30089940300,2020-09-17,30,089,940300
,,,,,,,53.8,41.7,,,,,,,,,0.1,0.0,1400000US30091090200,2020-09-17,30,091,090200
,,,,,,,59.8,46.6,,,,,,,,,0.1,0.0,1400000US30093000101,2020-09-17,30,093,000101
,,,,,,,50.1,36.5,,,,,,,,,0.1,0.0,1400000US30093000102,2020-09-17,30,093,000102
,,,,,,,73.4,54.5,,,,,,,,,0.2,0.2,1400000US30093000300,2020-09-17,30,093,000300
,,,,,,,79.5,64.9,,,,,,,,,0.0,0.0,1400000US30093000500,2020-09-17,30,093,000500
,,,,,,,70.2,54.3,,,,,,,,,0.0,0.0,1400000US30093000600,2020-09-17,30,093,000600
,,,,,,,69.9,56.3,,,,,,,,,0.2,0.1,1400000US30093000800,2020-09-17,30,093,000800
,,,,,,,42.7,27.2,,,,,,,,,0.1,0.0,1400000US30095966500,2020-09-17,30,095,966500
,,,,,,,67.6,51.2,,,,,,,,,0.0,0.0,1400000US30095966600,2020-09-17,30,095,966600
,,,,,,,57.0,21.5,,,,,,,,,0.0,0.0,1400000US30099000100,2020-09-17,30,099,000100
,,,,,,,58.5,40.7,,,,,,,,,0.2,0.0,1400000US30099000200,2020-09-17,30,099,000200
,,,,,,,31.1,17.6,,,,,,,,,0.1,0.1,1400000US30101000100,2020-09-17,30,101,000100
,,,,,,,49.7,19.7,,,,,,,,,0.1,0.0,1400000US30101000200,2020-09-17,30,101,000200
,,,,,,,43.8,17.8,,,,,,,,,0.0,0.0,1400000US30103963500,2020-09-17,30,103,963500
,,,,,,,33.6,21.8,,,,,,,,,0.1,0.1,1400000US30105100100,2020-09-17,30,105,100100
,,,,,,,33.0,17.4,,,,,,,,,0.1,0.1,1400000US30105940600,2020-09-17,30,105,940600
,,,,,,,44.8,11.5,,,,,,,,,0.0,0.0,1400000US30109000100,2020-09-17,30,109,000100
,,,,,,,56.9,43.4,,,,,,,,,0.2,0.0,1400000US30111000200,2020-09-17,30,111,000200
,,,,,,,63.7,51.5,,,,,,,,,0.4,0.1,1400000US30111000401,2020-09-17,30,111,000401
,,,,,,,73.0,60.2,,,,,,,,,0.1,0.0,1400000US30111000500,2020-09-17,30,111,000500
,,,,,,,80.6,72.2,,,,,,,,,0.0,0.0,1400000US30111000600,2020-09-17,30,111,000600
,,,,,,,74.3,65.4,,,,,,,,,0.0,0.0,1400000US30111000705,2020-09-17,30,111,000705
,,,,,,,69.0,54.6,,,,,,,,,0.0,0.0,1400000US30111000800,2020-09-17,30,111,000800
,,,,,,,72.4,61.1,,,,,,,,,0.0,0.0,1400000US30111000901,2020-09-17,30,111,000901
,,,,,,,68.3,52.7,,,,,,,,,0.4,0.0,1400000US30111000902,2020-09-17,30,111,000902
,,,,,,,66.2,52.8,,,,,,,,,0.4,0.0,1400000US30111001000,2020-09-17,30,111,001000
,,,,,,,72.1,59.9,,,,,,,,,0.1,0.1,1400000US30111001100,2020-09-17,30,111,001100
,,,,,,,76.3,65.7,,,,,,,,,0.0,0.0,1400000US30111001200,2020-09-17,30,111,001200
,,,,,,,84.6,73.9,,,,,,,,,0.1,0.0,1400000US30111001300,2020-09-17,30,111,001300
,,,,,,,76.7,67.1,,,,,,,,,0.0,0.0,1400000US30111001402,2020-09-17,30,111,001402
,,,,,,,70.5,61.0,,,,,,,,,0.0,0.0,1400000US30111001404,2020-09-17,30,111,001404
,,,,,,,71.3,58.3,,,,,,,,,0.1,0.0,1400000US30111001501,2020-09-17,30,111,001501
,,,,,,,60.3,44.5,,,,,,,,,0.1,0.0,1400000US30111001502,2020-09-17,30,111,001502
,,,,,,,77.9,64.9,,,,,,,,,0.2,0.2,1400000US30111001702,2020-09-17,30,111,001702
,,,,,,,76.6,64.1,,,,,,,,,0.0,0.0,1400000US30111001703,2020-09-17,30,111,001703
,,,,,,,75.4,59.5,,,,,,,,,0.0,0.0,1400000US30111001704,2020-09-17,30,111,001704
,,,,,,,85.4,78.7,,,,,,,,,0.1,0.0,1400000US30111001801,2020-09-17,30,111,001801
,,,,,,,82.3,71.7,,,,,,,,,0.0,0.0,1400000US30111001803,2020-09-17,30,111,001803
,,,,,,,77.9,66.2,,,,,,,,,0.1,0.1,1400000US30111001804,2020-09-17,30,111,001804
,,,,,,,78.6,63.2,,,,,,,,,0.0,0.0,1400000US30111001901,2020-09-17,30,111,001901
,,,,,,,68.1,56.2,,,,,,,,,0.1,0.1,1400000US30111940001,2020-09-17,30,111,940001
,,,,,,,74.1,63.1,,,,,,,,,0.0,0.0,1400000US30111940002,2020-09-17,30,111,940002
,,,,,,,37.0,27.5,,,,,,,,,0.2,0.2,1400000US30009000300,2020-09-17,30,009,000300
,,,,,,,78.0,65.2,,,,,,,,,0.0,0.0,1400000US30013000100,2020-09-17,30,013,000100
,,,,,,,59.5,25.8,,,,,,,,,0.1,0.1,1400000US30013000400,2020-09-17,30,013,000400
,,,,,,,62.3,48.5,,,,,,,,,0.1,0.0,1400000US30013000800,2020-09-17,30,013,000800
,,,,,,,78.6,66.1,,,,,,,,,0.0,0.0,1400000US30013001100,2020-09-17,30,013,001100
,,,,,,,68.9,53.0,,,,,,,,,0.2,0.0,1400000US30013001600,2020-09-17,30,013,001600
,,,,,,,81.1,65.3,,,,,,,,,0.0,0.0,1400000US30013001800,2020-09-17,30,013,001800
,,,,,,,73.0,28.5,,,,,,,,,0.1,0.1,1400000US30013002201,2020-09-17,30,013,002201
,,,,,,,61.4,23.4,,,,,,,,,0.0,0.0,1400000US30023000400,2020-09-17,30,023,000400
,,,,,,,30.7,22.4,,,,,,,,,0.3,0.3,1400000US30025000100,2020-09-17,30,025,000100
