CAVG,CINTMAX,CINTMED,CINTMIN,CMAX,CMED,CMIN,CRRALL,CRRINT,DAVG,DINTAVG,DINTMAX,DINTMED,DINTMIN,DMAX,DMED,DMIN,DRRALL,DRRINT,GEO_ID,RESP_DATE,state,county,tract
,,,,,,,36.0,34.7,,,,,,,,,0.0,0.0,1400000US33001965100,2020-04-27,33,001,965100
,,,,,,,26.6,25.4,,,,,,,,,0.0,0.0,1400000US33001965200,2020-04-27,33,001,965200
,,,,,,,37.7,36.2,,,,,,,,,0.0,0.0,1400000US33001965300,2020-04-27,33,001,965300
,,,,,,,44.8,41.5,,,,,,,,,0.1,0.1,1400000US33001965400,2020-04-27,33,001,965400
,,,,,,,46.0,40.5,,,,,,,,,0.1,0.0,1400000US33001965598,2020-04-27,33,001,965598
,,,,,,,37.0,35.1,,,,,,,,,0.2,0.2,1400000US33001965600,2020-04-27,33,001,965600
,,,,,,,45.7,42.9,,,,,,,,,0.1,0.0,1400000US33001965700,2020-04-27,33,001,965700
,,,,,,,41.2,37.6,,,,,,,,,0.2,0.2,1400000US33001965801,2020-04-27,33,001,965801
,,,,,,,54.4,48.2,,,,,,,,,0.4,0.2,1400000US33001965802,2020-04-27,33,001,965802
,,,,,,,55.6,43.9,,,,,,,,,0.1,0.1,1400000US33001965900,2020-04-27,33,001,965900
,,,,,,,52.4,47.0,,,,,,,,,0.4,0.1,1400000US33001966000,2020-04-27,33,001,966000
,,,,,,,46.5,40.9,,,,,,,,,0.1,0.0,1400000US33001966100,2020-04-27,33,001,966100
,,,,,,,26.3,24.0,,,,,,,,,0.1,0.0,1400000US33001966200,2020-04-27,33,001,966200
,,,,,,,16.5,15.4,,,,,,,,,0.0,0.0,1400000US33001966401,2020-04-27,33,001,966401
,,,,,,,51.9,47.7,,,,,,,,,0.0,0.0,1400000US33001966403,2020-04-27,33,001,966403
,,,,,,,63.3,59.5,,,,,,,,,0.1,0.1,1400000US33001966404,2020-04-27,33,001,966404
,,,,,,,25.4,24.0,,,,,,,,,0.0,0.0,1400000US33001966502,2020-04-27,33,001,966502
,,,,,,,7.2,5.9,,,,,,,,,0.1,0.1,1400000US33003955102,2020-04-27,33,003,955102
,,,,,,,18.6,16.3,,,,,,,,,0.1,0.0,1400000US33003955301,2020-04-27,33,003,955301
,,,,,,,18.3,17.9,,,,,,,,,0.3,0.3,1400000US33003955500,2020-04-27,33,003,955500
,,,,,,,28.9,28.1,,,,,,,,,0.2,0.2,1400000US33003955601,2020-04-27,33,003,955601
,,,,,,,34.4,31.5,,,,,,,,,0.3,0.3,1400000US33003955801,2020-04-27,33,003,955801
,,,,,,,18.6,17.5,,,,,,,,,0.2,0.2,1400000US33003955901,2020-04-27,33,003,955901
,,,,,,,27.0,25.9,,,,,,,,,0.1,0.1,1400000US33003955902,2020-04-27,33,003,955902
,,,,,,,40.2,20.6,,,,,,,,,0.2,0.2,1400000US33003956002,2020-04-27,33,003,956002
,,,,,,,28.4,25.8,,,,,,,,,0.1,0.1,1400000US33003956102,2020-04-27,33,003,956102
,,,,,,,18.7,18.3,,,,,,,,,0.2,0.2,1400000US33003956301,2020-04-27,33,003,956301
,,,,,,,17.8,17.1,,,,,,,,,0.0,0.0,1400000US33003956400,2020-04-27,33,003,956400
,,,,,,,34.2,32.9,,,,,,,,,0.1,0.0,1400000US33005970402,2020-04-27,33,005,970402
,,,,,,,55.5,49.9,,,,,,,,,0.1,0.1,1400000US33005970500,2020-04-27,33,005,970500
,,,,,,,46.9,44.6,,,,,,,,,0.2,0.1,1400000US33005970700,2020-04-27,33,005,970700
,,,,,,,47.5,44.5,,,,,,,,,0.3,0.2,1400000US33005970800,2020-04-27,33,005,970800
,,,,,,,49.4,43.7,,,,,,,,,0.1,0.1,1400000US33005970902,2020-04-27,33,005,970902
,,,,,,,55.1,46.2,,,,,,,,,0.1,0.1,1400000US33005971100,2020-04-27,33,005,971100
,,,,,,,53.7,47.5,,,,,,,,,0.2,0.1,1400000US33005971300,2020-04-27,33,005,971300
,,,,,,,45.6,40.5,,,,,,,,,0.1,0.0,1400000US33005971403,2020-04-27,33,005,971403
,,,,,,,50.3,43.2,,,,,,,,,0.1,0.1,1400000US33005971600,2020-04-27,33,005,971600
,,,,,,,50.1,21.0,,,,,,,,,0.1,0.1,1400000US33005971700,2020-04-27,33,005,971700
,,,,,,,7.6,5.4,,,,,,,,,0.0,0.0,1400000US33007950100,2020-04-27,33,007,950100
,,,,,,,26.8,10.2,,,,,,,,,0.1,0.1,1400000US33007950300,2020-04-27,33,007,950300
,,,,,,,35.8,13.0,,,,,,,,,0.0,0.0,1400000US33007950400,2020-04-27,33,007,950400
,,,,,,,50.7,40.6,,,,,,,,,0.2,0.1,1400000US33007950600,2020-04-27,33,007,950600
,,,,,,,46.7,17.5,,,,,,,,,0.2,0.1,1400000US33007950800,2020-04-27,33,007,950800
,,,,,,,55.7,49.3,,,,,,,,,0.3,0.1,1400000US33007950900,2020-04-27,33,007,950900
,,,,,,,41.9,40.2,,,,,,,,,0.2,0.1,1400000US33007951100,2020-04-27,33,007,951100
,,,,,,,51.4,44.9,,,,,,,,,0.2,0.2,1400000US33009960102,2020-04-27,33,009,960102
,,,,,,,42.6,39.0,,,,,,,,,0.0,0.0,1400000US33009960300,2020-04-27,33,009,960300
,,,,,,,22.9,13.6,,,,,,,,,0.1,0.1,1400000US33009960401,2020-04-27,33,009,960401
,,,,,,,4.6,3.3,,,,,,,,,0.0,0.0,1400000US33009960402,2020-04-27,33,009,960402
,,,,,,,17.9,17.1,,,,,,,,,0.0,0.0,1400000US33009960500,2020-04-27,33,009,960500
,,,,,,,48.7,18.9,,,,,,,,,0.0,0.0,1400000US33009960600,2020-04-27,33,009,960600
,,,,,,,38.7,35.8,,,,,,,,,0.7,0.1,1400000US33009960700,2020-04-27,33,009,960700
,,,,,,,26.5,25.7,,,,,,,,,0.0,0.0,1400000US33009960801,2020-04-27,33,009,960801
,,,,,,,31.1,29.9,,,,,,,,,0.3,0.2,1400000US33009960802,2020-04-27,33,009,960802
,,,,,,,33.9,31.9,,,,,,,,,0.1,0.1,1400000US33009960900,2020-04-27,33,009,960900
,,,,,,,48.2,43.5,,,,,,,,,0.1,0.1,1400000US33009961001,2020-04-27,33,009,961001
,,,,,,,45.2,40.5,,,,,,,,,0.2,0.1,1400000US33009961002,2020-04-27,33,009,961002
,,,,,,,23.2,22.4,,,,,,,,,0.2,0.2,1400000US33009961101,2020-04-27,33,009,961101
,,,,,,,21.6,19.9,,,,,,,,,0.1,0.1,1400000US33009961102,2020-04-27,33,009,961102
,,,,,,,43.0,38.2,,,,,,,,,0.5,0.2,1400000US33009961201,2020-04-27,33,009,961201
,,,,,,,21.0,19.1,,,,,,,,,0.1,0.1,1400000US33009961202,2020-04-27,33,009,961202
,,,,,,,43.5,17.8,,,,,,,,,0.1,0.0,1400000US33009961300,2020-04-27,33,009,961300
,,,,,,,44.1,41.7,,,,,,,,,0.1,0.0,1400000US33009961400,2020-04-27,33,009,961400
,,,,,,,49.0,45.8,,,,,,,,,0.3,0.3,1400000US33009961500,2020-04-27,33,009,961500
,,,,,,,69.5,66.9,,,,,,,,,0.3,0.3,1400000US33009961601,2020-04-27,33,009,961601
,,,,,,,58.6,55.1,,,,,,,,,0.0,0.0,1400000US33009961604,2020-04-27,33,009,961604
,,,,,,,59.8,55.9,,,,,,,,,0.3,0.1,1400000US33009961702,2020-04-27,33,009,961702
,,,,,,,61.0,59.2,,,,,,,,,0.5,0.4,1400000US33009961801,2020-04-27,33,009,961801
,,,,,,,67.3,61.9,,,,,,,,,0.0,0.0,1400000US33011000103,2020-04-27,33,011,000103
,,,,,,,60.8,53.0,,,,,,,,,0.0,0.0,1400000US33011000202,2020-04-27,33,011,000202
